日付,10R_1着,10R_2着,10R_3着,10R_払戻,11R_1着,11R_2着,11R_3着,11R_払戻,12R_1着,12R_2着,12R_3着,12R_払戻,10R_人気,11R_人気,12R_人気,10R_風速,10R_風向,10R_波高,11R_風速,11R_風向,11R_波高,12R_風速,12R_風向,12R_波高
2024-03-03,1,5,2,2640,3,1,5,3500,1,6,2,1770,10,12,9,2,1,1,0,17,1,1,15,1
2024-03-04,1,3,2,710,1,2,5,1030,1,5,3,3710,2,5,13,1,3,1,1,1,1,1,3,1
2024-03-05,1,3,4,940,1,3,6,2390,1,2,3,940,2,8,1,4,9,3,2,9,1,1,9,1
2024-03-08,2,1,4,2300,1,3,6,1520,1,2,3,760,10,6,1,7,9,6,6,9,5,7,9,6
2024-03-09,1,2,4,3430,1,2,3,1060,1,5,2,1250,10,3,4,5,11,4,5,11,4,4,11,3
2024-03-10,1,2,5,2890,1,6,3,2290,1,2,3,870,9,8,1,3,11,2,2,9,1,1,11,1
2024-03-11,2,4,1,6570,1,2,3,480,3,6,2,41670,26,2,82,2,3,1,1,11,1,0,17,1
2024-03-17,4,3,5,9910,1,2,3,540,1,2,3,850,37,1,1,2,9,1,2,9,1,3,9,2
2024-03-18,1,2,3,640,1,2,3,620,1,2,5,2000,2,1,6,1,1,1,0,17,1,1,9,1
2024-03-19,1,2,4,1540,4,5,2,14260,2,1,3,1400,5,30,5,3,5,2,1,1,1,1,9,1
2024-03-20,1,4,6,3760,1,3,4,820,1,2,5,480,13,3,1,8,9,7,7,11,6,7,11,6
2024-03-21,2,1,3,2820,1,3,2,820,1,4,5,2480,10,2,11,3,9,2,3,9,2,3,9,2
2024-03-22,3,1,2,7790,1,3,4,1790,1,2,3,470,20,7,1,3,1,2,4,1,3,6,1,5
2024-03-23,1,2,3,1110,1,2,3,770,4,1,5,3140,2,1,13,3,3,2,3,3,2,2,1,1
2024-03-26,1,5,3,1630,1,2,6,2110,1,3,5,3810,6,7,13,7,11,6,6,11,5,6,11,5
2024-03-27,3,1,2,8300,1,2,3,640,1,2,3,540,31,1,2,1,1,1,1,1,1,1,1,1
2024-03-28,1,2,3,440,1,4,2,2420,2,6,5,87540,1,7,107,6,1,5,5,1,4,6,5,5
2024-03-29,1,3,2,740,1,3,6,920,1,4,2,570,2,2,2,2,3,1,2,1,1,1,1,1
2024-03-30,1,4,2,1210,1,3,5,710,1,3,2,710,5,4,2,2,15,1,1,9,1,2,13,1
2024-03-31,1,3,5,1790,3,6,2,71640,1,3,4,1190,6,88,4,1,3,1,2,15,1,1,1,1
2024-04-01,3,1,5,4040,2,3,6,15590,1,5,3,2250,13,28,10,2,11,1,1,9,1,2,11,1
2024-04-07,1,4,3,1020,4,1,5,2630,1,2,3,970,2,11,2,2,3,1,0,17,1,0,17,1
2024-04-08,6,4,1,22850,1,2,6,2400,1,2,3,1410,48,9,5,4,9,3,4,11,3,6,11,5
2024-04-09,1,4,2,3660,1,3,5,1390,1,2,3,900,15,5,2,5,11,4,5,13,4,6,13,5
2024-04-10,1,2,3,2240,1,2,6,2200,1,3,2,1490,7,7,6,2,3,1,1,3,1,1,1,1
2024-04-11,1,2,3,760,1,2,4,750,1,5,4,3210,2,2,13,2,9,1,1,9,1,1,7,1
2024-04-12,1,2,5,1620,1,4,6,3450,1,2,6,1480,5,13,3,1,1,1,1,1,1,1,1,1
2024-04-20,5,1,6,39650,3,1,5,2570,1,2,4,600,54,9,1,4,1,3,5,1,4,3,1,2
2024-04-21,3,1,4,1050,1,2,5,450,1,3,2,760,3,1,2,1,9,1,1,9,1,1,9,1
2024-04-22,1,2,3,390,1,4,3,1000,2,1,4,2290,1,5,9,1,9,1,1,9,1,1,9,1
2024-04-23,1,6,2,2360,1,6,3,1060,1,2,6,960,8,2,3,1,1,1,0,17,1,2,9,1
2024-04-24,2,1,4,3040,1,5,3,3970,4,5,2,58620,10,12,71,2,9,1,2,9,1,2,9,1
2024-04-25,1,2,5,1090,1,4,3,1170,1,5,3,5850,4,5,19,2,9,1,3,9,2,3,11,2
2024-04-27,1,2,3,720,1,2,3,1010,1,5,6,6410,2,3,18,1,3,1,0,17,1,0,17,1
2024-04-28,1,2,5,2040,1,2,5,660,1,2,3,400,8,1,1,0,17,1,1,15,1,1,1,1
2024-04-29,1,2,3,500,1,4,3,2560,1,3,5,1960,1,12,8,1,3,1,1,3,1,1,5,1
2024-04-30,1,2,4,670,1,4,5,1640,1,5,4,2730,1,7,13,2,9,1,2,9,1,2,7,1
2024-05-06,1,3,4,1380,1,3,6,900,1,4,5,1030,4,1,2,3,11,2,3,11,2,3,9,2
2024-05-07,1,6,3,13420,1,4,2,1610,1,4,5,600,36,8,1,3,9,2,3,9,2,2,9,1
2024-05-08,1,3,5,820,1,3,2,850,1,3,5,3850,3,3,18,5,11,4,5,11,4,5,11,4
2024-05-09,2,1,3,460,1,6,2,6000,1,6,3,4340,3,16,15,3,7,2,4,7,3,3,9,2
2024-05-10,3,1,6,2530,1,2,3,590,1,2,4,1090,6,2,4,1,5,1,1,3,1,1,1,1
2024-05-14,1,4,5,920,1,2,4,930,1,2,4,520,1,2,1,2,1,1,2,1,1,1,1,1
2024-05-15,1,2,3,580,3,2,5,3090,3,1,5,3710,1,12,11,1,1,1,4,9,3,4,5,3
2024-05-16,3,1,2,4540,1,4,3,910,1,3,6,1380,13,4,6,1,5,1,1,5,1,2,3,1
2024-05-17,2,3,1,17220,1,3,5,710,1,4,3,790,33,2,2,1,11,1,0,17,1,0,17,1
2024-05-18,1,2,5,1200,1,5,3,4620,5,3,2,1380,4,15,3,1,5,1,1,1,1,1,15,1
2024-05-19,1,5,6,10820,1,6,2,13120,1,2,4,940,23,25,2,2,11,1,2,11,1,1,11,1
2024-05-25,2,1,3,1740,1,3,6,3120,1,3,4,740,6,13,1,2,9,1,2,3,1,1,5,1
2024-05-26,4,1,5,15920,1,2,3,720,4,1,3,10540,55,1,29,2,1,1,3,1,2,3,1,2
2024-05-27,3,1,6,6250,1,6,4,13000,1,2,4,760,23,27,4,5,11,4,2,15,1,1,9,1
2024-05-28,3,1,5,1460,1,2,3,2310,3,5,1,6520,5,7,20,6,11,5,6,11,5,6,11,5
2024-05-29,1,2,5,1840,1,2,3,430,1,3,2,1440,7,1,2,2,9,1,1,9,1,2,5,1
2024-05-30,1,3,2,1230,1,3,4,800,2,1,5,8640,4,1,27,2,9,1,1,11,1,0,17,1
2024-06-04,4,1,6,7400,1,2,4,1140,3,4,1,13880,23,3,35,7,11,6,8,11,7,6,11,5
2024-06-05,1,4,6,1360,1,5,6,3440,1,4,6,1940,3,12,8,2,9,1,1,9,1,1,7,1
2024-06-06,4,2,5,6930,1,4,6,2820,1,2,6,1480,35,12,6,1,5,1,1,5,1,0,17,1
2024-06-07,1,2,6,3560,1,3,5,1320,3,6,5,44370,13,4,78,2,9,1,2,9,1,2,9,1
2024-06-08,4,2,3,36800,1,4,5,2590,1,5,3,3960,57,10,14,3,15,2,2,15,1,2,1,1
2024-06-09,2,1,6,6640,1,2,5,5500,1,3,4,1270,28,24,4,1,15,1,0,17,1,1,5,1
2024-06-19,1,3,5,1030,1,2,3,1320,1,2,3,580,4,6,1,1,15,1,1,15,1,1,15,1
2024-06-20,1,2,3,1080,1,3,4,1780,1,4,6,3600,3,7,17,2,15,1,3,1,2,4,1,3
2024-06-21,4,3,1,6650,1,2,3,460,1,5,6,1770,20,1,7,2,1,1,2,15,1,2,15,1
2024-06-22,1,2,3,420,4,1,2,11350,3,1,4,3200,1,24,11,6,5,5,6,5,5,6,5,5
2024-06-23,1,3,2,1040,1,5,2,2710,1,5,3,1410,4,9,4,2,5,1,0,17,1,1,5,1
2024-06-26,3,4,2,18280,4,5,6,65050,1,4,2,1620,43,74,8,1,9,1,1,11,1,1,11,1
2024-06-27,1,3,2,700,1,5,3,850,1,4,2,650,2,2,2,1,3,1,3,3,2,2,1,1
2024-06-28,5,2,1,8620,1,4,3,1460,1,5,2,1360,25,6,5,0,17,1,0,17,1,1,5,1
2024-06-29,3,1,4,59000,2,1,4,14940,1,4,5,920,53,28,2,2,1,1,3,1,2,2,1,1
2024-06-30,1,4,2,1370,2,1,4,2550,2,1,5,4820,4,10,15,6,5,5,7,5,6,7,5,6
2024-07-01,1,3,2,2110,4,2,3,72730,1,4,3,2820,7,62,13,1,3,1,0,17,1,0,17,1
2024-07-03,1,6,2,2540,1,6,5,3060,1,3,2,1080,10,10,3,1,5,1,1,3,1,1,5,1
2024-07-04,1,4,3,860,1,2,6,970,1,2,3,960,2,3,3,1,3,1,1,3,1,1,1,1
2024-07-05,4,2,1,19140,1,4,2,1490,1,5,4,2120,50,5,10,1,3,1,1,3,1,1,1,1
2024-07-06,1,4,5,2060,1,3,5,1720,1,3,2,740,5,8,2,3,1,2,2,1,1,1,3,1
2024-07-08,3,1,4,7590,2,3,6,75390,3,1,5,4730,20,90,18,1,3,1,1,3,1,0,17,1
2024-07-09,1,4,2,1910,1,3,2,1700,1,5,2,4460,9,5,18,1,1,1,1,1,1,1,1,1
2024-07-10,1,2,3,900,1,5,6,1280,1,4,2,3950,2,2,15,5,5,4,5,5,4,5,5,4
2024-07-11,1,2,4,2940,1,5,4,1700,6,2,4,70130,14,9,88,2,5,1,0,17,1,1,11,1
2024-07-12,1,6,4,15020,4,6,2,23770,1,3,6,1080,30,70,3,1,1,1,1,1,1,2,15,1
2024-07-13,6,3,2,134200,1,4,3,1900,2,5,4,49050,104,7,41,1,15,1,1,15,1,2,15,1
2024-07-23,1,4,6,2580,4,6,5,34350,1,3,4,970,13,59,2,1,5,1,1,3,1,2,1,1
2024-07-24,4,2,5,9580,3,2,1,11470,1,4,2,1670,32,30,8,1,5,1,0,17,1,0,17,1
2024-07-25,1,4,2,1540,4,3,5,16990,1,4,2,3190,7,38,13,1,5,1,1,3,1,1,3,1
2024-07-26,1,2,6,1760,1,2,3,1070,5,1,2,9110,6,3,28,1,1,1,1,1,1,1,1,1
2024-07-27,1,3,4,1140,1,3,2,640,1,3,4,2080,4,2,6,1,5,1,0,17,1,1,1,1
2024-07-28,1,4,5,3200,1,4,5,1700,4,1,5,4510,12,9,18,2,5,1,1,5,1,1,5,1
2024-08-05,4,5,1,16390,5,1,4,21370,1,4,3,1720,33,46,6,3,1,2,1,1,1,1,1,1
2024-08-06,3,1,2,21940,4,6,5,24750,1,3,4,760,54,46,1,3,11,2,3,11,2,2,11,1
2024-08-07,1,2,3,630,1,3,5,1040,1,6,4,2840,2,4,14,2,9,1,3,9,2,3,9,2
2024-08-08,1,4,6,2110,1,2,6,1680,1,3,5,980,8,7,2,2,9,1,2,9,1,2,9,1
2024-08-09,1,3,2,500,2,3,1,3450,1,2,3,900,1,11,1,2,9,1,3,11,2,3,11,2
2024-08-10,2,3,1,4760,1,3,2,370,1,2,6,820,16,2,2,3,11,2,3,11,2,3,11,2
2024-08-11,1,2,6,1370,3,1,2,1850,1,3,4,1090,4,6,3,3,9,2,3,11,2,2,11,1
2024-08-19,1,4,2,1070,1,5,4,2640,3,6,5,43180,5,12,76,3,15,2,3,15,2,4,15,3
2024-08-20,1,6,3,3270,1,3,6,1060,1,4,2,2030,11,2,9,3,1,2,4,3,3,3,1,2
2024-08-21,1,3,6,2740,1,6,5,4130,4,3,2,139820,9,14,109,1,1,1,0,17,1,1,1,1
2024-08-22,2,4,3,41440,1,4,6,6740,1,5,3,630,56,19,2,1,15,1,2,15,1,2,15,1
2024-08-23,1,2,3,620,1,5,4,3230,1,4,5,950,2,12,1,1,1,1,1,15,1,1,3,1
2024-08-24,1,4,6,4280,1,3,2,630,1,2,4,2380,13,1,8,1,1,1,1,1,1,1,1,1
2024-08-25,4,5,2,7230,3,1,5,6240,1,2,3,740,26,18,1,1,1,1,2,1,1,1,1,1
2024-09-06,1,4,3,1310,4,1,6,4260,1,2,4,990,4,19,1,2,11,1,2,9,1,1,9,1
2024-09-07,6,3,4,87980,1,6,2,3150,4,3,2,59410,80,11,74,2,9,1,2,11,1,2,11,1
2024-09-08,5,1,2,2180,2,1,4,2640,1,5,2,4570,8,9,16,1,11,1,1,11,1,1,15,1
2024-09-09,3,5,4,28350,5,3,1,5310,1,3,6,2400,48,19,9,2,15,1,4,15,3,4,15,3
2024-09-10,3,1,2,3050,2,4,1,16690,1,6,4,3890,12,32,13,1,1,1,1,1,1,1,1,1
2024-09-11,1,3,6,2590,1,2,5,1330,4,1,2,4440,12,5,17,1,9,1,3,11,2,3,11,2
2024-09-14,1,3,5,1030,4,5,3,19630,1,4,5,2450,3,41,9,2,15,1,3,15,2,4,15,3
2024-09-15,4,1,5,1770,1,2,6,980,1,3,4,1050,7,1,3,1,5,1,1,1,1,1,15,1
2024-09-16,1,5,3,2190,2,4,6,640,1,2,5,760,7,1,3,1,13,1,1,15,1,1,3,1
2024-09-17,1,3,4,680,1,5,2,5400,1,2,3,1550,1,21,7,1,9,1,1,7,1,1,7,1
2024-09-18,1,6,3,8840,1,3,5,1560,1,3,5,2660,25,6,10,1,15,1,1,1,1,1,15,1
2024-09-19,1,5,6,2160,1,5,4,5230,1,5,2,1360,10,15,4,1,1,1,2,15,1,1,15,1
2024-09-22,1,4,3,2310,1,2,3,530,1,5,4,3580,7,1,15,3,13,2,2,11,1,2,15,1
2024-09-23,1,4,3,2270,1,6,3,10150,2,5,3,2910,8,28,10,4,11,3,3,11,2,2,11,1
2024-09-24,1,6,4,4670,1,3,5,870,1,2,4,1010,18,1,1,0,17,1,1,1,1,1,15,1
2024-09-25,3,4,1,16630,1,4,2,2370,1,3,4,690,39,7,1,2,1,1,1,1,1,1,1,1
2024-09-26,1,2,6,2400,1,2,3,630,1,3,5,900,8,2,2,3,11,2,2,11,1,1,13,1
2024-09-29,1,2,4,610,3,1,4,4230,3,6,5,22720,2,15,31,1,11,1,1,9,1,1,9,1
2024-09-30,1,3,2,1770,1,2,3,1510,1,2,6,650,8,6,2,2,9,1,2,11,1,3,11,2
2024-10-01,1,4,3,580,1,2,5,780,1,5,6,4390,2,1,16,1,3,1,1,9,1,0,17,1
2024-10-02,1,2,5,560,1,4,3,6260,1,3,4,1630,1,23,7,4,11,3,3,13,2,3,11,2
2024-10-03,3,6,5,1150,1,2,3,410,4,5,1,12690,5,1,37,1,15,1,1,15,1,1,15,1
2024-10-04,1,4,2,1050,1,3,4,400,1,6,2,11110,5,1,28,4,11,3,3,11,2,2,11,1
2024-10-08,1,3,2,690,1,5,2,750,1,4,3,1650,2,3,7,4,11,3,3,11,2,3,11,2
2024-10-09,1,5,4,2260,1,4,2,2870,1,2,5,1620,8,13,5,4,13,3,3,11,2,1,13,1
2024-10-10,1,3,4,510,4,1,6,5130,1,3,5,3350,1,15,13,5,11,4,4,11,3,3,11,2
2024-10-11,1,2,3,1080,2,6,4,1390,1,3,2,760,5,5,2,3,11,2,3,11,2,2,15,1
2024-10-12,1,2,4,510,1,5,3,4740,1,4,2,4200,1,12,13,2,11,1,1,13,1,1,15,1
2024-10-13,1,2,4,690,1,5,4,1360,1,3,5,950,3,8,3,1,1,1,1,15,1,1,1,1
2024-10-14,1,4,5,2880,1,4,6,2590,1,3,6,3320,13,10,13,1,15,1,1,1,1,2,1,1
2024-10-26,1,3,4,780,1,4,5,1960,1,2,4,2200,2,10,7,1,3,1,1,3,1,1,1,1
2024-10-27,1,6,2,1140,3,1,5,2710,1,4,3,1780,3,11,4,4,11,3,4,11,3,4,11,3
2024-10-28,2,3,1,6560,1,3,6,1260,1,4,6,9920,20,3,24,2,11,1,2,11,1,1,11,1
2024-10-29,1,2,4,2670,4,1,3,13440,1,3,5,770,11,31,2,2,1,1,1,7,1,2,13,1
2024-10-30,1,3,2,1130,1,2,3,430,1,3,2,950,4,1,3,3,13,2,4,13,3,0,17,1
2024-10-31,1,4,6,2650,2,3,1,3030,4,5,1,13830,7,13,31,2,3,1,1,1,1,2,13,1
2024-11-03,4,5,1,3730,1,2,5,2700,1,2,4,1080,13,11,3,1,1,1,1,1,1,1,1,1
2024-11-04,1,2,4,560,1,4,6,1660,1,2,3,670,1,8,1,4,11,3,2,11,1,1,11,1
2024-11-05,1,3,5,570,1,5,2,2310,1,5,2,1680,2,8,7,4,9,3,4,9,3,4,9,3
2024-11-06,1,3,5,1040,3,5,1,16610,1,6,3,3340,3,25,11,2,13,1,3,11,2,1,13,1
2024-11-07,3,6,2,57190,1,2,3,500,1,4,6,1940,74,1,8,1,15,1,1,1,1,1,1,1
2024-11-08,1,3,2,860,5,1,6,25670,3,2,6,1750,3,77,4,1,1,1,2,15,1,1,1,1
2024-11-15,2,1,5,4990,1,4,2,3910,1,4,3,1600,18,13,7,1,1,1,1,15,1,1,1,1
2024-11-16,1,4,6,2810,2,5,6,138120,1,5,2,2250,14,115,10,1,11,1,1,13,1,1,1,1
2024-11-17,1,2,5,1500,1,6,2,13830,1,3,4,700,5,25,1,4,11,3,5,11,4,4,11,3
2024-11-18,1,5,4,6840,2,1,4,11300,3,6,2,41250,21,30,55,5,13,4,5,13,4,5,13,4
2024-11-25,6,1,5,42890,1,3,2,1330,4,6,3,590,55,5,1,2,15,1,2,15,1,2,15,1
2024-11-26,1,3,4,620,4,2,5,17660,1,4,2,1300,2,42,4,3,9,2,3,9,2,4,9,3
2024-11-27,1,3,4,750,1,5,4,3150,1,3,4,1030,1,14,2,5,9,4,5,9,4,6,9,5
2024-11-28,1,5,4,1910,1,4,5,1500,1,2,5,990,10,7,4,6,9,5,5,9,4,5,9,4
2024-11-29,1,3,5,780,1,6,2,8950,2,3,1,2110,4,21,7,7,11,6,6,11,5,8,9,7
2024-11-30,1,4,3,1590,1,5,2,1810,1,2,3,590,8,9,1,1,1,1,1,1,1,1,15,1
2024-12-07,1,3,4,480,2,1,6,14060,1,4,6,2040,1,35,9,1,1,1,1,15,1,1,15,1
2024-12-08,3,1,4,1560,1,3,5,900,1,5,6,800,5,1,1,1,15,1,1,1,1,1,1,1
2024-12-09,5,1,2,3480,1,2,4,420,1,5,4,1650,12,1,5,1,13,1,1,13,1,1,13,1
2024-12-10,1,2,4,570,1,3,4,2210,1,3,4,870,2,7,3,1,13,1,1,15,1,1,1,1
2024-12-11,1,2,5,500,1,5,4,1320,1,3,4,1610,2,6,7,1,1,1,0,17,1,1,1,1
2024-12-13,4,1,6,33500,1,2,3,700,1,3,2,1450,57,1,4,4,9,3,6,11,5,2,13,1
2024-12-14,1,3,5,600,1,2,3,800,1,3,6,670,2,3,2,4,9,3,3,11,2,5,11,4
2024-12-15,3,1,4,3770,1,3,6,3120,2,1,3,1160,12,9,4,2,15,1,1,1,1,1,1,1
2024-12-16,1,5,3,4730,2,1,3,1160,1,2,5,1980,14,3,8,2,15,1,1,15,1,1,1,1
2024-12-23,1,3,2,2100,1,3,2,1710,5,6,3,55510,8,8,69,3,13,2,3,11,2,3,13,2
2024-12-24,6,1,2,118070,1,3,5,790,4,1,3,6090,98,2,19,1,11,1,2,13,1,1,13,1
2024-12-25,1,4,3,1370,1,4,6,650,1,3,2,1190,5,1,3,1,13,1,1,15,1,1,15,1
2024-12-26,1,4,5,4100,1,6,3,3020,1,2,5,2490,18,13,11,2,9,1,2,9,1,3,9,2
2024-12-27,1,3,2,810,1,2,3,380,1,2,4,1660,3,1,6,3,11,2,3,9,2,3,9,2
2024-12-28,1,4,6,5010,1,3,2,600,1,3,2,480,14,2,2,4,11,3,4,11,3,5,11,4
2024-12-29,3,1,4,4770,1,2,5,810,1,2,5,1050,19,1,4,1,1,1,1,15,1,1,15,1
2025-01-01,1,2,6,2010,1,2,4,800,3,1,6,13650,7,2,27,1,13,1,1,15,1,1,13,1
2025-01-02,1,4,5,2490,1,4,2,1190,3,1,2,3440,10,4,11,0,17,1,1,1,1,1,15,1
2025-01-03,1,4,2,600,1,4,3,630,1,3,2,800,2,2,3,2,13,1,1,15,1,1,15,1
2025-01-04,1,3,2,790,1,2,3,270,3,1,6,4930,3,1,20,1,15,1,1,3,1,0,17,1
2025-01-05,3,1,4,1800,2,1,4,6600,1,2,3,660,7,15,1,2,3,1,1,3,1,2,1,1
2025-01-07,1,4,3,2780,1,2,3,570,1,5,2,3990,11,1,17,6,11,5,4,11,3,1,3,1
2025-01-08,1,2,5,1890,1,2,3,570,1,2,5,1630,11,1,4,2,13,1,1,15,1,1,3,1
2025-01-09,1,5,2,1510,1,4,3,1200,1,4,6,2290,7,6,10,9,9,8,9,9,8,9,9,8
2025-01-10,1,2,4,560,1,6,5,21250,2,3,1,5680,1,36,15,1,15,1,1,15,1,2,15,1
2025-01-19,1,5,3,2730,1,2,5,1340,1,2,3,1010,13,6,2,1,1,1,1,1,1,1,1,1
2025-01-20,5,2,6,61440,5,1,2,6310,1,2,3,880,71,21,1,2,9,1,1,1,1,1,1,1
2025-01-21,3,1,6,4540,1,2,3,830,1,3,6,2360,15,3,10,0,17,1,1,15,1,0,17,1
2025-01-22,1,2,5,850,1,4,5,730,1,3,4,450,3,3,1,0,17,1,0,17,1,0,17,1
2025-01-23,1,3,5,1510,1,2,5,1370,1,2,3,1610,7,6,5,1,15,1,1,15,1,0,17,1
2025-01-24,1,2,3,680,5,1,3,16210,2,3,5,56290,1,27,60,5,11,4,4,11,3,3,11,2
2025-01-27,3,2,6,12860,3,1,5,3900,1,2,3,670,39,15,1,8,9,7,8,9,7,8,9,7
2025-01-28,3,1,5,1610,1,6,2,4470,3,1,6,1690,4,15,5,5,9,4,7,9,6,8,9,7
2025-01-29,2,3,5,7450,3,1,5,18550,1,4,6,3350,27,41,12,6,9,5,7,9,6,7,9,6
2025-01-30,4,5,1,4030,1,3,5,2180,1,4,3,1000,14,8,2,3,11,2,2,13,1,2,15,1
2025-01-31,1,6,5,16590,1,2,6,1390,1,2,4,2600,34,5,11,1,1,1,1,1,1,1,1,1
2025-02-01,1,2,5,610,1,3,2,1110,1,4,2,1070,3,4,4,2,9,1,1,15,1,2,1,1
2025-02-10,3,1,6,5810,1,3,4,1040,1,3,6,1050,19,4,2,2,9,1,3,11,2,3,11,2
2025-02-11,1,5,3,3590,1,5,3,2960,1,4,2,3420,14,14,13,1,13,1,1,1,1,1,1,1
2025-02-12,1,3,4,1230,1,3,4,1000,1,2,5,610,3,2,1,2,9,1,3,9,2,3,9,2
2025-02-13,1,5,4,3170,1,5,3,3750,1,3,4,710,16,16,1,2,11,1,2,11,1,1,13,1
2025-02-14,1,3,4,1360,1,2,6,2590,1,6,2,3870,6,10,14,2,9,1,2,9,1,0,17,1
2025-02-15,1,5,2,2210,1,3,4,1710,2,1,4,6330,10,8,19,1,1,1,1,15,1,1,1,1
2025-02-19,1,3,4,960,1,2,4,500,1,4,2,1390,2,1,3,4,11,3,3,11,2,2,13,1
2025-02-20,1,2,3,1150,1,5,6,2820,1,5,4,1380,4,14,6,3,9,2,3,9,2,3,9,2
2025-02-21,1,3,2,430,1,3,5,1050,1,3,2,1150,1,3,4,4,11,3,4,11,3,3,13,2
2025-02-22,1,3,2,580,1,3,6,620,1,3,5,800,1,1,1,3,11,2,3,11,2,3,11,2
2025-02-23,1,2,3,440,1,2,3,330,3,4,1,13580,1,1,30,7,9,6,7,9,6,7,9,6
2025-02-24,1,2,3,330,1,5,2,1620,3,4,1,15320,1,7,35,2,9,1,3,11,2,2,13,1
2025-02-25,1,3,2,590,1,3,6,2220,1,4,2,800,2,7,2,1,7,1,1,5,1,1,5,1
2025-02-28,2,4,1,22050,1,3,2,1120,1,2,3,950,38,4,3,0,17,1,0,17,1,0,17,1
2025-03-01,1,5,3,3700,1,3,5,1350,1,4,2,1090,13,4,3,2,1,1,1,1,1,1,1,1
2025-03-02,1,2,3,650,2,3,4,15510,1,5,6,3100,1,31,11,1,1,1,2,1,1,3,5,2
2025-03-03,1,2,4,810,3,5,2,7110,5,4,1,15550,2,27,42,1,9,1,1,13,1,1,5,1
2025-03-11,1,3,5,330,3,5,1,14800,1,2,4,590,1,34,1,0,17,1,0,17,1,2,11,1
2025-03-12,4,6,1,28150,1,3,4,590,4,1,6,3660,46,1,16,1,9,1,1,9,1,1,3,1
2025-03-13,6,2,,100,1,5,6,4900,1,3,2,1480,&nbsp;,16,6,1,13,1,1,15,1,1,3,1
2025-03-14,3,2,1,28650,1,3,2,620,1,5,3,4260,43,2,16,3,9,2,1,3,1,4,5,3
2025-03-20,1,5,3,1570,1,2,3,1040,1,4,6,1920,8,2,9,1,1,1,1,15,1,1,1,1
2025-03-21,5,2,1,13070,2,1,3,7760,4,3,5,18340,34,23,46,2,3,1,1,15,1,1,11,1
2025-03-22,1,3,6,1490,1,2,3,400,1,2,3,570,5,1,1,1,15,1,1,1,1,1,1,1
2025-03-23,1,2,4,700,1,3,4,1520,1,2,5,920,2,5,1,1,15,1,2,15,1,2,15,1
2025-03-27,5,1,6,10780,1,3,5,4100,1,2,5,960,24,12,3,1,7,1,1,3,1,1,1,1
2025-03-28,1,2,4,680,5,1,3,17680,1,2,6,1390,1,38,5,3,9,2,2,9,1,2,9,1
2025-03-29,3,1,4,3650,1,3,5,540,1,4,5,720,13,1,1,4,9,3,4,9,3,4,9,3
2025-03-30,1,2,3,1220,4,1,6,11890,1,5,2,1020,6,28,4,5,11,4,5,11,4,5,11,4
2025-03-31,1,4,3,2400,1,2,5,1860,5,2,3,60590,9,7,98,3,11,2,4,11,3,2,11,1
2025-04-01,1,2,4,690,1,3,2,880,3,2,1,7580,4,3,20,1,3,1,1,1,1,1,1,1
2025-04-07,1,5,3,3770,1,2,4,560,1,5,3,1440,13,1,5,1,1,1,1,15,1,1,15,1
2025-04-08,5,4,1,5110,1,2,6,840,2,5,1,2870,16,3,9,1,3,1,1,13,1,1,3,1
2025-04-09,2,5,3,5330,1,3,6,2030,1,4,2,410,21,8,2,1,3,1,1,1,1,1,3,1
2025-04-10,1,2,3,420,1,3,6,2660,1,3,2,1990,1,12,9,3,11,2,2,11,1,3,11,2
2025-04-11,1,2,6,2410,2,5,1,27870,2,1,4,2690,10,37,10,2,3,1,2,3,1,1,3,1
2025-04-14,2,4,3,50010,1,4,2,1640,,,,100,67,6,&nbsp;,8,7,7,8,7,7,8,7,7
2025-04-15,1,4,5,1820,3,1,4,2420,1,4,5,1900,7,8,5,2,9,1,2,9,1,2,3,1
2025-04-16,1,3,4,6510,1,2,4,1440,1,3,5,2180,24,7,7,2,3,1,1,1,1,1,15,1
2025-04-17,6,3,4,6830,1,2,3,550,1,2,6,1570,21,1,4,4,3,3,3,3,2,3,3,2
2025-04-18,1,2,3,830,2,1,4,1660,1,2,4,610,1,5,1,1,7,1,0,17,1,1,7,1
2025-04-22,1,3,2,930,1,2,5,1720,1,3,2,830,6,7,3,2,1,1,2,1,1,2,3,1
2025-04-23,1,3,6,4290,1,2,3,830,1,3,5,730,14,3,3,3,9,2,3,11,2,5,11,4
2025-04-24,1,5,3,2220,5,1,3,26640,1,2,3,570,9,38,1,2,9,1,3,9,2,2,9,1
2025-04-25,1,2,4,1050,3,4,2,7830,1,2,4,680,2,24,1,3,11,2,4,11,3,4,11,3
2025-04-28,1,5,6,2640,4,3,5,87550,3,4,5,11680,11,93,29,1,9,1,1,1,1,1,1,1
2025-04-29,1,2,4,1070,1,3,4,1370,5,6,3,3070,2,6,13,1,9,1,1,9,1,1,3,1
2025-04-30,4,2,6,8750,1,2,5,1220,2,4,1,2430,25,5,9,1,1,1,1,1,1,2,1,1
2025-05-01,1,3,4,860,3,4,1,36600,4,2,5,4570,2,40,16,7,9,6,7,9,6,6,9,5
2025-05-02,1,4,2,3360,4,6,5,24770,1,2,5,3620,12,43,13,3,9,2,1,15,1,1,15,1
2025-05-03,2,5,3,1910,1,4,2,1250,1,2,3,460,2,6,1,2,5,1,2,5,1,2,9,1
2025-05-10,1,5,4,1790,2,3,4,13740,3,1,4,3310,10,33,13,4,7,3,4,7,3,4,7,3
